param,Evaluation Value,Iw-AUC,Bw-AUC,Iw-TNF,Iw-FPF,Iw-FNF,Bw-TPF,Bw-TNF,Bw-FPF,Bw-FNF
Gaussian:7 3 3 3 tanh softmax RMSProp,1.894561428,0.722387467,0.944801875,0.62101837,0.514275241,0.283597429,0.507446997,0.464468415,0.986869916,0.499969613
Gaussian:7 Gaussian:7 5 9 3 relu tanh Adam,1.893830766,0.757667019,0.326295119,0.982987749,0.926023338,0.888776123,0.643492129,0.653940976,0.592434474,0.379833744
Gaussian:7 Gaussian:7 Gaussian:7 3 7 1 tanh tanh RMSProp,1.893525099,0.580439838,0.048322993,0.759755485,0.644061779,0.829289382,0.871904016,0.21986466,0.101798223,0.215089974
Gaussian:7 5 5 1 sigmoid tanh Adam,1.893436683,0.791350617,0.288957399,0.735073013,0.499195669,0.529281944,0.721715422,0.896528098,0.584088551,0.709021841
Gaussian:7 9 3 5 sigmoid sigmoid RMSProp,1.893220033,0.993555048,0.914175075,0.166094388,0.900601833,0.136118542,0.674245568,0.042817827,0.471049386,0.126100132
Gaussian:7 Gaussian:7 Gaussian:7 3 7 1 relu sigmoid Adam,1.89141323,0.256329149,0.996184375,0.228537081,0.144429526,0.245465173,0.69111586,0.010546796,0.367825451,0.123464893
Gaussian:7 Gaussian:7 Gaussian:7 7 3 1 relu tanh Adam,1.891314514,0.571462392,0.762409602,0.217286241,0.295934925,0.00937446,0.635035224,0.985616904,0.675161851,0.95997601
Gaussian:7 Gaussian:7 9 7 3 sigmoid softmax Adam,1.891086322,0.171051579,0.884438914,0.969329365,0.911811833,0.665200884,0.837590188,0.784913878,0.487982363,0.866703254
Gaussian:7 Gaussian:7 Gaussian:7 3 5 5 relu tanh RMSProp,1.891064299,0.554347228,0.704689533,0.641695603,0.346382786,0.424101593,0.204249041,0.422248123,0.664907946,0.175950594
Gaussian:7 Gaussian:7 Gaussian:7 3 3 5 sigmoid softmax RMSProp,1.890506518,0.661459002,0.829911644,0.250151502,0.038982111,0.906979776,0.094086765,0.353144394,0.31781493,0.102228836
Gaussian:7 Gaussian:7 Gaussian:7 7 9 5 softmax sigmoid Adam,1.890400089,0.197941492,0.135310697,0.962316584,0.970578745,0.932241313,0.201521663,0.777392385,0.259696401,0.414402987
Gaussian:7 Gaussian:7 Gaussian:7 9 3 5 relu sigmoid Adam,1.890165342,0.604745042,0.309101937,0.308040662,0.316305016,0.698552537,0.826636857,0.216930685,0.975982376,0.605608692
Gaussian:7 Gaussian:7 3 3 5 tanh tanh AdaGrad,1.89003374,0.952642222,0.094509719,0.405956062,0.628405782,0.480404085,0.256804985,0.575835565,0.791967565,0.258773803
Gaussian:7 Gaussian:7 Gaussian:7 3 3 5 softmax softmax Adam,1.889614319,0.538234492,0.426734975,0.697508474,0.733179123,0.390714718,0.366601795,0.676357105,0.935216608,0.597568811
Gaussian:7 3 5 1 relu tanh AdaGrad,1.889198557,0.879508449,0.900598315,0.649603142,0.282400024,0.24263954,0.927354289,0.09359341,0.880055009,0.804818058
Gaussian:7 Gaussian:7 Gaussian:7 3 9 5 softmax relu RMSProp,1.888587495,0.667526048,0.207243278,0.040195179,0.591509383,0.405478589,0.568922985,0.014314206,0.013938762,0.881776254
Gaussian:7 7 3 5 softmax tanh RMSProp,1.888106925,0.100288862,0.196176802,0.120059956,0.608282487,0.726409992,0.701920863,0.116509266,0.152124895,0.974093136
Gaussian:7 Gaussian:7 3 5 3 softmax tanh Adam,1.88810182,0.56808747,0.715948365,0.649177999,0.373076062,0.176898652,0.633507567,0.115577868,0.547979056,0.625180353
Gaussian:7 Gaussian:7 Gaussian:7 9 5 5 relu tanh Adam,1.887801307,0.136192022,0.600038073,0.282650887,0.079445083,0.160561804,0.290716816,0.111935081,0.135981677,0.396411945
Gaussian:7 9 3 5 sigmoid relu RMSProp,1.886260389,0.712352371,0.747854402,0.83957824,0.067186882,0.222099147,0.161246911,0.02179556,0.249002345,0.906315199
Gaussian:7 Gaussian:7 5 7 1 softmax tanh RMSProp,1.886020416,0.186088513,0.394743722,0.493279414,0.259508881,0.668396727,0.532425989,0.216633861,0.020953153,0.237314456
Gaussian:7 Gaussian:7 5 3 3 tanh softmax Adam,1.886014743,0.824924329,0.36276776,0.42440143,0.578636343,0.874254612,0.4465817,0.175652133,0.465607999,0.654918076
Gaussian:7 Gaussian:7 Gaussian:7 3 7 3 relu sigmoid AdaGrad,1.885360609,0.621147815,0.160399084,0.066989229,0.655899003,0.442978163,0.259187714,0.290653678,0.88691777,0.026335507
Gaussian:7 Gaussian:7 Gaussian:7 9 9 5 sigmoid softmax Adam,1.884873515,0.163920125,0.885173921,0.368396833,0.174848511,0.478072905,0.998837893,0.974218083,0.983693139,0.546651656
Gaussian:7 Gaussian:7 Gaussian:7 9 3 3 tanh softmax RMSProp,1.88424221,0.923973346,0.699539059,0.356708331,0.602174079,0.337102247,0.193291297,0.354731265,0.639653557,0.55674639
Gaussian:7 Gaussian:7 5 5 3 softmax relu RMSProp,1.882498821,0.549320695,0.728816618,0.943839057,0.57910574,0.662295549,0.689387318,0.991211206,0.982412155,0.318674045
Gaussian:7 7 7 5 softmax tanh AdaGrad,1.882350038,0.134564684,0.887485851,0.772161314,0.164844928,0.328488448,0.027257062,0.054209021,0.950456674,0.418601667
Gaussian:7 9 3 3 sigmoid tanh RMSProp,1.882298475,0.943912122,0.615125001,0.61400083,0.860032006,0.817738377,0.950030706,0.868114139,0.235404189,0.775349402
Gaussian:7 Gaussian:7 9 9 1 sigmoid tanh RMSProp,1.88194057,0.788179523,0.029013713,0.45946214,0.528658291,0.517453527,0.122762585,0.380664666,0.578495097,0.054628117
Gaussian:7 5 9 5 tanh sigmoid AdaGrad,1.881193978,0.021484492,0.298120977,0.610764019,0.879729509,0.566356849,0.891843465,0.624763542,0.554723446,0.946237267
Gaussian:7 9 9 1 sigmoid relu Adam,1.880782651,0.121768864,0.65421134,0.550889648,0.999816772,0.423082796,0.254235517,0.997578131,0.041982444,0.108897079
Gaussian:7 Gaussian:7 Gaussian:7 9 3 5 tanh relu RMSProp,1.880351745,0.065899564,0.127700452,0.567893178,0.561282414,0.409144596,0.206214929,0.87845677,0.427734769,0.738820172
Gaussian:7 5 7 3 sigmoid relu RMSProp,1.879482205,0.032422849,0.328980992,0.168312623,0.41271684,0.475442437,0.366963122,0.994188082,0.966294271,0.006226667
Gaussian:7 3 9 3 relu softmax AdaGrad,1.879425496,0.691974367,0.650810359,0.66253715,0.658668719,0.970952989,0.090653188,0.313161305,0.111731219,0.968012944
Gaussian:7 5 9 5 relu sigmoid RMSProp,1.878893685,0.11237863,0.89530322,0.444099181,0.751088227,0.071423208,0.355868183,0.843028533,0.333558061,0.946117252
Gaussian:7 5 7 5 tanh relu AdaGrad,1.878858907,0.593287786,0.752690169,0.607284061,0.786088495,0.749011685,0.81589958,0.427247501,0.665133071,0.559198803
Gaussian:7 Gaussian:7 3 7 5 relu sigmoid RMSProp,1.878508815,0.310696165,0.321502117,0.75313837,0.580877504,0.969843289,0.906536097,0.98580102,0.154870301,0.864648722
Gaussian:7 Gaussian:7 Gaussian:7 5 5 5 softmax tanh Adam,1.878468915,0.736824292,0.723518174,0.392107741,0.167393349,0.193521732,0.296617026,0.627823433,0.487260399,0.822374975
Gaussian:7 5 3 1 sigmoid sigmoid RMSProp,1.878291943,0.07599879,0.159667091,0.855663159,0.497929024,0.136128181,0.213396299,0.324917748,0.843712228,0.747580224
Gaussian:7 3 3 5 softmax tanh RMSProp,1.87819407,0.431316095,0.715615336,0.041896217,0.611536082,0.138059939,0.353033005,0.125171622,0.358592212,0.972934766
Gaussian:7 5 5 5 softmax softmax AdaGrad,1.877850292,0.187664515,0.505419802,0.099790218,0.279150134,0.763849467,0.851078184,0.466595221,0.380723298,0.962657352
Gaussian:7 Gaussian:7 Gaussian:7 5 3 3 tanh relu RMSProp,1.876528255,0.581508951,0.861043198,0.128730539,0.811427446,0.831065373,0.13875892,0.615191354,0.049797354,0.428305523
Gaussian:7 Gaussian:7 Gaussian:7 9 9 1 sigmoid sigmoid AdaGrad,1.876203647,0.653461796,0.45071058,0.601524529,0.939840453,0.663610956,0.50991962,0.695957888,0.427007119,0.107573076
Gaussian:7 Gaussian:7 3 7 1 sigmoid softmax AdaGrad,1.875958933,0.752152913,0.948141538,0.976473017,0.804017753,0.290522779,0.008164624,0.170377729,0.274862077,0.469243901
Gaussian:7 Gaussian:7 Gaussian:7 9 9 5 relu sigmoid RMSProp,1.875883483,0.780867328,0.764791801,0.176947029,0.344832999,0.91420912,0.255094959,0.045297316,0.470388131,0.84364596
Gaussian:7 Gaussian:7 Gaussian:7 7 9 5 tanh relu AdaGrad,1.875795143,0.350777454,0.932902026,0.459314089,0.233106446,0.978210504,0.298090722,0.73877952,0.523074663,0.267722108
Gaussian:7 Gaussian:7 Gaussian:7 5 9 1 relu tanh AdaGrad,1.875246376,0.299576828,0.078499479,0.191441535,0.760662055,0.733767008,0.986660124,0.644945829,0.16329336,0.187436724
Gaussian:7 3 3 3 sigmoid relu Adam,1.873969628,0.898691085,0.655611933,0.65065661,0.690808633,0.787694653,0.080828329,0.948545991,0.869386896,0.012194491
Gaussian:7 Gaussian:7 Gaussian:7 5 5 5 tanh relu RMSProp,1.870193782,0.106544928,0.590472507,0.220517773,0.63802003,0.752066981,0.305512369,0.448472775,0.449827069,0.760947938
Gaussian:7 Gaussian:7 5 5 1 sigmoid softmax AdaGrad,1.869070438,0.11020578,0.091255924,0.68129205,0.202205004,0.69468156,0.717829752,0.444566126,0.003964471,0.884951986
Gaussian:7 9 9 1 tanh sigmoid RMSProp,1.868679935,0.171796643,0.499206824,0.46270438,0.20468215,0.051160937,0.468933727,0.599397622,0.377361695,0.346237055
Gaussian:7 Gaussian:7 7 7 3 sigmoid relu RMSProp,1.868395366,0.500702748,0.053380051,0.669896678,0.273240021,0.823502055,0.716656421,0.037670043,0.106494066,0.697107318
Gaussian:7 Gaussian:7 7 7 1 tanh softmax Adam,1.867546527,0.56341118,0.517093234,0.09055669,0.102230162,0.848864052,0.045685955,0.324662281,0.479254387,0.372698106
Gaussian:7 Gaussian:7 Gaussian:7 3 7 1 softmax relu RMSProp,1.866279596,0.938100659,0.441184225,0.73804248,0.738572411,0.253923895,0.304456455,0.399118948,0.813254547,0.673974178
Gaussian:7 Gaussian:7 3 3 1 sigmoid tanh AdaGrad,1.865200938,0.183564179,0.454057145,0.415167722,0.462539309,0.081922141,0.362555195,0.406163708,0.019087465,0.337120384
Gaussian:7 Gaussian:7 5 5 5 softmax tanh RMSProp,1.865042393,0.828851436,0.762953744,0.702733294,0.862743018,0.556377321,0.443729684,0.509048688,0.452566286,0.04105985
Gaussian:7 Gaussian:7 9 5 1 relu sigmoid AdaGrad,1.863771419,0.325619508,0.941917749,0.485180593,0.525714607,0.324266723,0.766777918,0.168604033,0.667887312,0.627625647
Gaussian:7 7 7 3 relu tanh RMSProp,1.86294397,0.643276267,0.352344731,0.969088549,0.17580974,0.98723911,0.392799996,0.162957775,0.471023157,0.852686781
Gaussian:7 7 5 5 sigmoid tanh RMSProp,1.8629208,0.2621412,0.09567832,0.91177374,0.771830794,0.451983847,0.668426793,0.717322486,0.090271036,0.107937636
Gaussian:7 Gaussian:7 9 9 5 sigmoid softmax RMSProp,1.862563991,0.076887006,0.178025284,0.08617195,0.966233276,0.485600735,0.092702144,0.507520558,0.137967975,0.808867396
Gaussian:7 Gaussian:7 3 5 1 softmax tanh RMSProp,1.862323852,0.798292711,0.521802288,0.404673182,0.129691011,0.166353573,0.933487083,0.943892239,0.344647825,0.090846236
Gaussian:7 3 5 1 tanh tanh Adam,1.860803387,0.031606514,0.958690585,0.190349796,0.460828877,0.487050148,0.58731943,0.23125137,0.107504283,0.084342042
Gaussian:7 3 3 3 softmax softmax AdaGrad,1.860383924,0.055243043,0.325296161,0.356032927,0.925419305,0.364986214,0.278008922,0.398556322,0.143821718,0.442435003
Gaussian:7 Gaussian:7 7 9 5 tanh tanh Adam,1.859145226,0.435070161,0.129903779,0.253112285,0.978381252,0.400078129,0.384441938,0.74154142,0.581553895,0.229032687
Gaussian:7 Gaussian:7 9 5 1 tanh sigmoid RMSProp,1.857796927,0.727821689,0.178134547,0.053116497,0.169231609,0.672083702,0.196788809,0.470138731,0.759872219,0.304292936
Gaussian:7 Gaussian:7 5 3 1 softmax sigmoid Adam,1.857640702,0.340919582,0.805726031,0.717768088,0.312518427,0.424917943,0.433465706,0.497443596,0.067307572,0.738292672
Gaussian:7 Gaussian:7 9 9 5 tanh sigmoid AdaGrad,1.857418969,0.022906198,0.229873153,0.039519976,0.725461109,0.291238986,0.094958882,0.264476149,0.622180957,0.085484424
Gaussian:7 7 3 1 tanh tanh AdaGrad,1.856346061,0.619729121,0.494897075,0.481262437,0.763732103,0.480887191,0.480765739,0.33864043,0.595178057,0.073357246
Gaussian:7 Gaussian:7 Gaussian:7 3 3 3 tanh sigmoid AdaGrad,1.855168898,0.244499747,0.297800438,0.90372887,0.864490276,0.284623318,0.276158507,0.729131143,0.240234714,0.86660926
Gaussian:7 Gaussian:7 Gaussian:7 3 3 1 tanh softmax AdaGrad,1.854026762,0.493417484,0.583615839,0.692478651,0.173856976,0.650818123,0.674787602,0.876255549,0.021475343,0.41896546
Gaussian:7 Gaussian:7 Gaussian:7 5 5 1 softmax relu AdaGrad,1.853838502,0.056343891,0.495683852,0.175114984,0.758198985,0.252161147,0.997444526,0.748468446,0.620884898,0.073922385
Gaussian:7 Gaussian:7 7 9 1 sigmoid relu RMSProp,1.853512584,0.631981896,0.362295322,0.524990735,0.395462942,0.981010878,0.284126515,0.636880163,0.868414907,0.905320516
Gaussian:7 Gaussian:7 3 5 5 relu sigmoid RMSProp,1.85332448,0.388377143,0.192764881,0.416520011,0.687207345,0.160872919,0.004726398,0.363138314,0.764626753,0.997596972
Gaussian:7 Gaussian:7 Gaussian:7 7 9 5 sigmoid softmax AdaGrad,1.853138237,0.059834883,0.862640444,0.412737558,0.378339406,0.550304929,0.781078509,0.372572778,0.241104382,0.556651847
Gaussian:7 Gaussian:7 Gaussian:7 9 5 1 softmax tanh RMSProp,1.851406828,0.420188547,0.539215368,0.437187861,0.217092672,0.454399899,0.419770623,0.375162108,0.64192652,0.786645319
Gaussian:7 Gaussian:7 3 5 5 softmax softmax RMSProp,1.851263082,0.621102136,0.967437127,0.680242689,0.086735299,0.252299261,0.885573418,0.59919423,0.866788373,0.353389395
Gaussian:7 Gaussian:7 5 5 1 relu tanh RMSProp,1.850649476,0.925690894,0.75922859,0.628577383,0.317003403,0.53675162,0.742255744,0.595252656,0.198869328,0.550411287
Gaussian:7 5 3 5 tanh relu AdaGrad,1.850504781,0.796540473,0.256809774,0.265083077,0.718401103,0.582299733,0.898785188,0.663814806,0.445139039,0.309539668
Gaussian:7 5 9 5 softmax relu RMSProp,1.85028672,0.609134842,0.619420098,0.23494626,0.57964006,0.992260273,0.31024125,0.17348439,0.665326728,0.958406646
Gaussian:7 3 5 5 sigmoid relu AdaGrad,1.850045432,0.034473326,0.258973946,0.620712928,0.911633101,0.976584405,0.26207663,0.855639107,0.697269836,0.115399268
Gaussian:7 Gaussian:7 7 3 1 softmax softmax RMSProp,1.849014392,0.577638236,0.184384083,0.788993848,0.795629635,0.735298843,0.175272944,0.42900288,0.61325992,0.355618449
Gaussian:7 Gaussian:7 7 7 5 sigmoid tanh RMSProp,1.848414374,0.949734854,0.205677407,0.973500575,0.156574818,0.327548836,0.054398603,0.086548383,0.914233566,0.615928758
Gaussian:7 5 7 5 relu sigmoid RMSProp,1.8476491,0.89057001,0.97570556,0.5244103,0.014830089,0.079565876,0.665554327,0.009962406,0.755723078,0.825711083
Gaussian:7 Gaussian:7 5 9 3 tanh softmax RMSProp,1.847481654,0.496882323,0.336545259,0.207716748,0.372415253,0.558011375,0.197359823,0.099952024,0.997120958,0.447368607
Gaussian:7 Gaussian:7 Gaussian:7 7 7 5 tanh tanh RMSProp,1.846982413,0.638231426,0.482479304,0.01881901,0.904610173,0.319674243,0.854157407,0.689713248,0.950542869,0.958109256
Gaussian:7 Gaussian:7 Gaussian:7 7 7 5 relu tanh AdaGrad,1.84676955,0.030401892,0.92215584,0.220896149,0.296182452,0.654046729,0.017980578,0.613698185,0.672548682,0.998617616
Gaussian:7 7 3 1 softmax sigmoid AdaGrad,1.845422652,0.052502019,0.964510239,0.783685381,0.737989909,0.658802548,0.725624861,0.646153532,0.263615074,0.546142323
Gaussian:7 Gaussian:7 Gaussian:7 7 9 1 sigmoid sigmoid Adam,1.845380063,0.497889934,0.962730018,0.248875292,0.93052459,0.328102658,0.210310032,0.054986592,0.555207474,0.962396805
Gaussian:7 3 9 1 relu softmax Adam,1.845042081,0.796303058,0.742647715,0.5554177,0.603914928,0.646967651,0.840379228,0.703230221,0.980636257,0.344233939
Gaussian:7 3 9 5 softmax sigmoid AdaGrad,1.844951599,0.588630221,0.175108232,0.403018655,0.620203182,0.286624459,0.817378077,0.02453168,0.558361912,0.883867666
Gaussian:7 Gaussian:7 5 7 5 softmax tanh AdaGrad,1.844839887,0.593585145,0.815491795,0.222106914,0.550134443,0.694562855,0.527506757,0.646395345,0.814672537,0.459638324
Gaussian:7 Gaussian:7 5 3 5 softmax tanh AdaGrad,1.843983424,0.128347123,0.304867575,0.848777742,0.768208895,0.402394568,0.489091319,0.822017338,0.063744307,0.526808529
Gaussian:7 3 7 3 tanh softmax Adam,1.842876039,0.259174347,0.442912985,0.449547503,0.13060974,0.825134929,0.189114792,0.152617502,0.20293048,0.61785648
Gaussian:7 Gaussian:7 3 9 5 tanh sigmoid Adam,1.841840039,0.569322387,0.866447774,0.503372761,0.718026123,0.422954823,0.719171522,0.222297304,0.984576413,0.125398403
Gaussian:7 Gaussian:7 Gaussian:7 7 5 3 relu softmax Adam,1.841288981,0.407205131,0.857622903,0.355098979,0.80599132,0.724008883,0.222194782,0.520723898,0.574010271,0.609049681
Gaussian:7 Gaussian:7 Gaussian:7 9 5 3 sigmoid relu Adam,1.840982035,0.573163178,0.46893009,0.449635286,0.704685092,0.784908835,0.473795657,0.595089237,0.22399728,0.587624467
Gaussian:7 Gaussian:7 9 9 5 relu sigmoid AdaGrad,1.840449944,0.804944256,0.668156895,0.57396146,0.464839147,0.792862081,0.176405138,0.821695239,0.304914262,0.234034109
Gaussian:7 Gaussian:7 Gaussian:7 9 3 5 tanh sigmoid AdaGrad,1.840046543,0.330633888,0.895666023,0.000765312,0.088653222,0.216485826,0.044287568,0.84911347,0.123051351,0.052364095
Gaussian:7 Gaussian:7 Gaussian:7 9 7 3 sigmoid softmax AdaGrad,1.839902228,0.569864997,0.204803164,0.923004498,0.669514324,0.243232497,0.608092468,0.663087096,0.410419775,0.116629182
Gaussian:7 Gaussian:7 3 3 1 relu softmax AdaGrad,1.839479541,0.92648673,0.656882758,0.105800062,0.904243316,0.499502825,0.970755689,0.964344552,0.321533167,0.187039331
Gaussian:7 5 3 1 sigmoid relu Adam,1.839422239,0.714395032,0.774273046,0.827332985,0.005466712,0.088830105,0.234882009,0.079297847,0.214136079,0.580774007
Gaussian:7 7 7 1 sigmoid relu AdaGrad,1.839037956,0.739889228,0.783783043,0.283929774,0.352575408,0.295926284,0.352375839,0.172691417,0.299201257,0.606829581
Gaussian:7 Gaussian:7 Gaussian:7 3 7 5 relu tanh AdaGrad,1.838872306,0.116967451,0.749613361,0.697986653,0.608015276,0.477587447,0.506720903,0.206661431,0.15717776,0.063156009
Gaussian:7 Gaussian:7 Gaussian:7 5 9 3 softmax softmax AdaGrad,1.838644023,0.454361113,0.881573109,0.925198861,0.47778118,0.935764245,0.596581065,0.396994245,0.272603432,0.125068755
Gaussian:7 Gaussian:7 9 5 1 relu softmax RMSProp,1.837798746,0.739087105,0.038640846,0.906397675,0.578852126,0.070419457,0.165918164,0.395428597,0.181781268,0.50948582
Gaussian:7 Gaussian:7 Gaussian:7 5 5 1 sigmoid tanh AdaGrad,1.837708263,0.723147708,0.883751585,0.239046174,0.046211078,0.65431106,0.88773501,0.115445673,0.592355999,0.925488966
Gaussian:7 Gaussian:7 7 3 1 relu tanh Adam,1.837660202,0.6749909,0.594105889,0.685263637,0.928760866,0.88726004,0.765871864,0.388941075,0.195619745,0.973818321
Gaussian:7 Gaussian:7 Gaussian:7 3 7 3 softmax softmax RMSProp,1.837586834,0.221581526,0.769004925,0.036004394,0.650453191,0.154834784,0.372382912,0.020558679,0.377764563,0.178107776
Gaussian:7 Gaussian:7 3 5 1 sigmoid tanh AdaGrad,1.837239704,0.190192609,0.138656622,0.574939682,0.44306222,0.605729339,0.632304858,0.978299567,0.613368929,0.167191761
Gaussian:7 Gaussian:7 Gaussian:7 5 3 5 relu relu AdaGrad,1.836610682,0.982869319,0.763635408,0.014382195,0.912346072,0.456240188,0.364336392,0.898971149,0.446256782,0.199569054
Gaussian:7 Gaussian:7 7 3 1 sigmoid sigmoid AdaGrad,1.835373926,0.323674194,0.521575733,0.315445541,0.778377684,0.722739596,0.678576822,0.989828439,0.892202069,0.455032381
Gaussian:7 Gaussian:7 Gaussian:7 3 7 3 sigmoid relu AdaGrad,1.834629696,0.165834672,0.008750547,0.392696589,0.140304579,0.114256424,0.750851077,0.945067817,0.48335453,0.576469658
Gaussian:7 Gaussian:7 7 9 1 sigmoid softmax RMSProp,1.833734633,0.400358609,0.900525072,0.968779662,0.471687095,0.304981682,0.956453518,0.043948276,0.101513548,0.434404813
Gaussian:7 Gaussian:7 9 3 3 relu sigmoid Adam,1.83364266,0.132888512,0.322417746,0.872049356,0.22801837,0.924982512,0.047138334,0.726987306,0.763361085,0.448179905
Gaussian:7 Gaussian:7 Gaussian:7 5 9 3 tanh relu AdaGrad,1.833503668,0.835675875,0.901838025,0.365298277,0.09222345,0.301541726,0.580217589,0.065353813,0.178499113,0.645491336
Gaussian:7 7 7 1 relu relu RMSProp,1.8325644,0.366953493,0.275471708,0.297338588,0.318000585,0.623844458,0.845647857,0.146825428,0.924320913,0.818655564
Gaussian:7 5 7 5 softmax softmax AdaGrad,1.831515493,0.747198645,0.290564844,0.343868365,0.84660253,0.432763973,0.775310085,0.66718474,0.588960785,0.169071479
Gaussian:7 9 7 1 relu softmax AdaGrad,1.831146617,0.955584202,0.115976627,0.969863181,0.103863625,0.83328787,0.489695185,0.929810456,0.101540318,0.825327445
Gaussian:7 Gaussian:7 5 9 3 tanh relu AdaGrad,1.830374803,0.950028635,0.545093847,0.426061078,0.752512275,0.522884167,0.954186046,0.166325414,0.724731298,0.920609479
Gaussian:7 Gaussian:7 7 7 3 sigmoid tanh AdaGrad,1.83027822,0.359471998,0.597524993,0.714147647,0.902800814,0.08133774,0.187857915,0.24618978,0.878935557,0.322814101
Gaussian:7 Gaussian:7 9 5 3 tanh tanh Adam,1.829048418,0.331964024,0.123476165,0.554587644,0.340732553,0.320399576,0.685809478,0.452337359,0.000386425,0.229315866
Gaussian:7 Gaussian:7 Gaussian:7 9 7 1 sigmoid sigmoid Adam,1.828752909,0.334690849,0.608771844,0.199854515,0.201010537,0.430607219,0.913807429,0.318081894,0.581636159,0.351671207
