CONS_NO,DATA_DATE,KWH
2,2015/12/2,1.5
2,2015/12/3,1.96
2,2015/12/4,2.04
2,2015/12/5,1.34
2,2015/12/6,1.38
2,2015/12/7,1.53
2,2015/12/8,1.8
2,2015/12/9,1.94
2,2015/12/10,2.79
2,2015/12/11,1.53
2,2015/12/12,2.49
2,2015/12/13,1.62
2,2015/12/14,1.58
2,2015/12/15,3.16
2,2015/12/16,1.42
2,2015/12/17,1.76
2,2015/12/18,1.82
2,2015/12/19,2.49
2,2015/12/20,1.59
2,2015/12/21,1.26
2,2015/12/22,1.54
2,2015/12/23,2.11
2,2015/12/24,2.03
2,2015/12/25,1.38
2,2015/12/26,3.18
2,2015/12/27,1.51
2,2015/12/28,1.61
2,2015/12/29,2.63
2,2015/12/30,1.7
2,2015/12/31,1.44
2,2016/1/1,1.04
2,2016/1/2,1.96
2,2016/1/3,1.17
2,2016/1/4,2.41
2,2016/1/5,1.52
2,2016/1/6,3.59
2,2016/1/7,2.05
2,2016/1/8,2.11
2,2016/1/9,2.79
2,2016/1/10,1.08
2,2016/1/11,2.09
2,2016/1/12,2.61
2,2016/1/13,1.79
2,2016/1/14,1.68
2,2016/1/15,1.9
2,2016/1/16,1.64
2,2016/1/17,2.46
2,2016/1/18,1.98
2,2016/1/19,2.03
2,2016/1/20,2.12
2,2016/1/21,1.47
2,2016/1/22,2.24
2,2016/1/23,1.85
2,2016/1/24,1.78
2,2016/1/25,4.06
2,2016/1/26,1.73
2,2016/1/27,2.25
2,2016/1/28,1.3
2,2016/1/29,2.32
2,2016/1/30,2.69
2,2016/1/31,1.4
2,2016/2/1,1.57
2,2016/2/2,2.17
2,2016/2/3,2.15
2,2016/2/4,1.94
2,2016/2/5,3.45
2,2016/2/6,2.19
2,2016/2/7,0.67
2,2016/2/8,0.69
2,2016/2/9,0.7
2,2016/2/10,0
2,2016/2/11,0
2,2016/2/12,0.73
2,2016/2/13,0.69
2,2016/2/14,0.7
2,2016/2/15,0.64
2,2016/2/16,0.65
2,2016/2/17,0.83
2,2016/2/18,1.47
2,2016/2/19,2.7
2,2016/2/20,1.6
2,2016/2/21,1.81
2,2016/2/22,1.87
2,2016/2/23,1.51
2,2016/2/24,1.88
2,2016/2/25,1.67
2,2016/2/26,2.09
2,2016/2/27,2.25
2,2016/2/28,1.76
2,2016/2/29,1.35
2,2016/3/1,1.43
2,2016/3/2,1.01
2,2016/3/3,1.81
2,2016/3/4,0.98
2,2016/3/5,1.46
2,2016/3/6,2
2,2016/3/7,1.14
2,2016/3/8,1.8
2,2016/3/9,2.35
2,2016/3/10,1.53
2,2016/3/11,1.57
2,2016/3/12,1.99
2,2016/3/13,2.38
2,2016/3/14,1.6
2,2016/3/15,2.11
2,2016/3/16,1.63
2,2016/3/17,1.57
2,2016/3/18,1.6
2,2016/3/19,2.23
2,2016/3/20,1.81
2,2016/3/21,1.84
2,2016/3/22,2.65
2,2016/3/23,1.09
2,2016/3/24,0.78
2,2016/3/25,0.77
2,2016/3/26,1.75
2,2016/3/27,1.36
2,2016/3/28,1.79
2,2016/3/29,2.82
2,2016/3/30,1.76
2,2016/3/31,2.04
2,2016/4/1,1.92
2,2016/4/2,1.38
2,2016/4/3,0.88
2,2016/4/4,2.03
2,2016/4/5,1.37
2,2016/4/6,2.18
2,2016/4/7,2.69
2,2016/4/8,3.26
2,2016/4/9,4.54
2,2016/4/10,2.14
2,2016/4/11,2.3
2,2016/4/12,2.63
2,2016/4/13,2.26
2,2016/4/14,1.95
2,2016/4/15,1.8
2,2016/4/16,1.98
2,2016/4/17,1.26
2,2016/4/18,1.09
2,2016/4/19,2.72
2,2016/4/20,1.05
2,2016/4/21,0.84
2,2016/4/22,0.84
2,2016/4/23,0.86
2,2016/4/24,0.85
2,2016/4/25,0.96
2,2016/4/26,3.5
2,2016/4/27,1.61
2,2016/4/28,1.43
2,2016/4/29,1.9
2,2016/4/30,1.1
2,2016/5/1,2.05
2,2016/5/2,1.26
2,2016/5/3,1.72
2,2016/5/4,2.36
2,2016/5/5,2.4
2,2016/5/6,1.77
2,2016/5/7,2.41
2,2016/5/8,2.04
2,2016/5/9,1.86
2,2016/5/10,1.63
2,2016/5/11,1.65
2,2016/5/12,1.89
2,2016/5/13,1.92
2,2016/5/14,2.83
2,2016/5/15,2.95
2,2016/5/16,0.89
2,2016/5/17,1.34
2,2016/5/18,1.65
2,2016/5/19,1.42
2,2016/5/20,2.05
2,2016/5/21,1.99
2,2016/5/22,1.71
2,2016/5/23,1.24
2,2016/5/24,NA
2,2016/5/27,NA
2,2016/6/3,NA
2,2016/6/6,2.78
2,2016/6/7,2.07
2,2016/6/8,2
2,2016/6/9,3.19
2,2016/6/10,3.37
2,2016/6/11,9.21
2,2016/6/12,2.39
2,2016/6/13,2.22
2,2016/6/14,1.94
2,2016/6/15,2.47
2,2016/6/16,11.72
2,2016/6/17,3.58
2,2016/6/18,3.77
2,2016/6/19,4.33
2,2016/6/20,14.63
2,2016/6/21,14.79
2,2016/6/22,6.43
2,2016/6/23,10.09
2,2016/6/24,1.42
2,2016/6/25,5.21
2,2016/6/26,1.59
2,2016/6/27,2.79
2,2016/6/28,7.51
2,2016/6/29,9.1
2,2016/6/30,10.01
2,2016/7/1,4.23
2,2016/7/2,5.25
2,2016/7/3,6.61
2,2016/7/4,1.61
2,2016/7/5,1.43
2,2016/7/6,1.5
2,2016/7/7,3.67
2,2016/7/8,3.91
2,2016/7/9,1.87
2,2016/7/10,1.03
2,2016/7/11,1.03
2,2016/7/12,1.04
2,2016/7/13,3.07
2,2016/7/14,1.42
2,2016/7/15,3.14
2,2016/7/16,6.48
2,2016/7/17,5.63
2,2016/7/18,4.19
2,2016/7/19,5.26
2,2016/7/20,7.01
2,2016/7/21,6.18
2,2016/7/22,7.64
2,2016/7/23,8.36
2,2016/7/24,10.39
2,2016/7/25,5.37
2,2016/7/26,3.95
2,2016/7/27,5.19
2,2016/7/28,6.31
2,2016/7/29,9.24
2,2016/7/30,6.28
2,2016/7/31,5.55
2,2016/8/1,2.32
2,2016/8/2,2.3
2,2016/8/3,1.6
2,2016/8/4,2.69
2,2016/8/5,1.24
2,2016/8/6,3.83
2,2016/8/7,8.28
2,2016/8/8,5.63
2,2016/8/9,1.43
2,2016/8/10,2.85
2,2016/8/11,6.2
2,2016/8/12,5.94
2,2016/8/13,12.76
2,2016/8/14,14.06
2,2016/8/15,9.36
2,2016/8/16,7.91
2,2016/8/17,4.33
2,2016/8/18,5.47
2,2016/8/19,8.84
2,2016/8/20,9.81
2,2016/8/21,1.51
2,2016/8/22,1.39
2,2016/8/23,1.51
2,2016/8/24,6.53
2,2016/8/25,2.78
2,2016/8/26,1.77
2,2016/8/27,1.38
2,2016/8/28,1.7
2,2016/8/29,1.45
2,2016/8/30,1.18
2,2016/8/31,1.45
2,2016/9/2,1.43
2,2016/9/3,1.32
2,2016/9/4,3.54
2,2016/9/5,1.75
2,2016/9/6,1.88
2,2016/9/7,1.64
2,2016/9/8,1.35
2,2016/9/9,1.56
2,2016/9/10,0.81
2,2016/9/11,0.59
2,2016/9/12,0.58
2,2016/9/13,0.58
2,2016/9/14,0.57
2,2016/9/15,0.57
2,2016/9/16,0.57
2,2016/9/17,1.48
2,2016/9/18,1.33
2,2016/9/19,1.65
2,2016/9/20,1.26
2,2016/9/21,1.34
2,2016/9/22,1.16
2,2016/9/23,1.55
2,2016/9/24,1.07
2,2016/9/25,1.22
2,2016/9/26,1.6
2,2016/9/27,1.41
2,2016/9/28,1.16
2,2016/9/29,1.34
2,2016/9/30,1.2
2,2016/10/1,1.31
2,2016/10/2,1.65
2,2016/10/3,1.23
2,2016/10/4,0.92
2,2016/10/5,1.55
2,2016/10/6,2.96
2,2016/10/7,1.82
2,2016/10/8,1.67
2,2016/10/9,1.68
2,2016/10/10,1.48
2,2016/10/11,2.41
2,2016/10/12,1.41
2,2016/10/13,1.48
2,2016/10/14,1.5
2,2016/10/15,2.03
2,2016/10/16,2.33
2,2016/10/17,1.49
2,2016/10/18,1.68
2,2016/10/19,2
2,2016/10/20,1.48
2,2016/10/21,1.24
2,2016/10/22,0
2,2016/10/23,0
2,2016/10/24,2.43
2,2016/10/25,1.61
2,2016/10/26,1.76
2,2016/10/27,2.09
2,2016/10/28,1.93
2,2016/10/29,NA
2,2016/11/4,3.36
2,2016/11/5,1.77
2,2016/11/6,3.07
2,2016/11/7,2.46
2,2016/11/8,2.92
2,2016/11/9,1.22
2,2016/11/10,1.9
2,2016/11/11,3.18
2,2016/11/12,2
2,2016/11/13,1.5
2,2016/11/14,2.22
2,2016/11/15,1.87
2,2016/11/16,2.35
2,2016/11/17,1.53
2,2016/11/18,2.26
2,2016/11/19,1.57
2,2016/11/20,2.86
2,2016/11/21,2.62
2,2016/11/22,2.58
2,2016/11/23,2.67
2,2016/11/24,1.74
2,2016/11/25,1.94
2,2016/11/26,1.2
2,2016/11/27,1.92
2,2016/11/28,2.42
2,2016/11/29,1.55
2,2016/11/30,1.48
2,2016/12/1,1.89
2,2016/12/2,2.06
2,2016/12/3,1.66
2,2016/12/4,2.61
2,2016/12/5,2.51
2,2016/12/6,2.17
2,2016/12/7,2.16
2,2016/12/8,2.35
2,2016/12/9,1.99
2,2016/12/10,1.74
2,2016/12/11,2.57
2,2016/12/12,1.37
2,2016/12/13,1.98
2,2016/12/14,1.85
2,2016/12/15,2.15
2,2016/12/16,1.57
2,2016/12/17,1.95
2,2016/12/18,1.62
2,2016/12/19,2.27
2,2016/12/20,1.8
2,2016/12/21,2.54
2,2016/12/22,0
2,2016/12/23,0
2,2016/12/24,2.01
2,2016/12/25,1.96
2,2016/12/26,2.94
2,2016/12/27,1.49
2,2016/12/28,1.88
2,2016/12/30,1.99
2,2016/12/31,1.53
2,2017/1/1,1.78
2,2017/1/2,2.1
2,2017/1/3,2.11
2,2017/1/4,2.03
2,2017/1/5,2
2,2017/1/6,1.76
2,2017/1/7,2.87
2,2017/1/8,1.45
2,2017/1/9,1.37
2,2017/1/10,2.26
2,2017/1/11,1.9
2,2017/1/12,1.93
2,2017/1/13,1.72
2,2017/1/14,1.87
2,2017/1/15,5.55
2,2017/1/16,2.53
2,2017/1/17,2.89
2,2017/1/18,2.4
2,2017/1/19,1.15
2,2017/1/20,2.59
2,2017/1/21,2.12
2,2017/1/22,2.63
2,2017/1/23,1.9
2,2017/1/24,1.89
2,2017/1/25,1.41
2,2017/1/26,0.94
2,2017/1/27,0.95
2,2017/1/28,0.96
2,2017/1/29,0.97
2,2017/1/30,0.95
2,2017/1/31,0.93
2,2017/2/1,0.92
2,2017/2/2,0.92
2,2017/2/3,1.99
2,2017/2/4,0.96
2,2017/2/5,1.36
2,2017/2/6,1.33
2,2017/2/7,1.4
3,2015/1/1,7.35
3,2015/1/2,6.65
3,2015/1/3,7.76
3,2015/1/4,4.02
3,2015/1/5,4.68
3,2015/1/6,7.06
3,2015/1/7,6.51
3,2015/1/8,7
3,2015/1/9,6.53
3,2015/1/10,4.94
3,2015/1/11,5.7
3,2015/1/12,8.5
3,2015/1/13,6.14
3,2015/1/14,6.98
3,2015/1/15,6.9
3,2015/1/16,5.93
3,2015/1/17,5.98
3,2015/1/18,4.96
3,2015/1/19,6.89
3,2015/1/20,5.09
3,2015/1/21,7.53
3,2015/1/22,5.87
3,2015/1/23,7.12
3,2015/1/24,7.08
3,2015/1/25,5
3,2015/1/26,5.85
3,2015/1/27,7.89
3,2015/1/28,7.89
3,2015/1/29,5.44
3,2015/1/30,6.89
3,2015/1/31,5.67
3,2015/2/1,6.27
3,2015/2/2,5
3,2015/2/3,7.07
3,2015/2/4,4.93
3,2015/2/5,5.47
3,2015/2/6,6.13
3,2015/2/7,6.47
3,2015/2/8,6.21
3,2015/2/9,7
3,2015/2/10,6.74
3,2015/2/11,5.51
3,2015/2/12,3.9
3,2015/2/13,6.45
3,2015/2/14,6.69
3,2015/2/15,5.46
3,2015/2/16,3.23
3,2015/2/17,3.11
3,2015/2/18,3.11
3,2015/2/19,3.14
3,2015/2/20,4.35
3,2015/2/21,6.3
3,2015/2/22,5.26
3,2015/2/23,4.22
3,2015/2/24,7.05
3,2015/2/25,5.21
3,2015/2/26,4.58
3,2015/2/27,5.97
3,2015/2/28,5.47
3,2015/3/1,5.55
3,2015/3/2,6.03
3,2015/3/3,5.51
3,2015/3/4,5.11
3,2015/3/5,6.16
3,2015/3/6,3.97
3,2015/3/7,6.61
3,2015/3/8,5.56
3,2015/3/9,6.46
3,2015/3/10,6.98
3,2015/3/11,6.86
3,2015/3/12,6.66
3,2015/3/13,6.55
3,2015/3/14,6.68
3,2015/3/15,6.32
3,2015/3/16,5.39
3,2015/3/17,5.63
3,2015/3/18,4.68
3,2015/3/19,5.33
3,2015/3/20,3.66
3,2015/3/21,3.94
3,2015/3/22,3.97
3,2015/3/23,4.04
3,2015/3/24,5.02
3,2015/3/25,7.27
3,2015/3/26,5.82
3,2015/3/27,12.34
3,2015/3/28,7.45
3,2015/3/29,11.68
3,2015/3/30,12.06
3,2015/3/31,7.62
3,2015/4/1,6.08
3,2015/4/2,2.52
3,2015/4/3,6.43
3,2015/4/4,14.78
3,2015/4/5,11.15
3,2015/4/6,4.68
3,2015/4/7,6.51
3,2015/4/8,10.09
3,2015/4/9,9.97
3,2015/4/10,4.04
3,2015/4/11,4.23
3,2015/4/12,8.3
3,2015/4/13,17.55
3,2015/4/14,2.52
3,2015/4/15,9.21
3,2015/4/16,3.29
3,2015/4/17,4.27
3,2015/4/18,3.4
3,2015/4/19,3.82
3,2015/4/20,4.47
3,2015/4/21,4.4
3,2015/4/22,4.47
3,2015/4/23,7.1
3,2015/4/24,3.43
3,2015/4/25,5.16
3,2015/4/26,4.88
3,2015/4/27,4.78
3,2015/4/28,2.19
3,2015/4/29,4.14
3,2015/4/30,4.53
3,2015/5/1,6.84
3,2015/5/2,6.45
3,2015/5/3,3.8
3,2015/5/4,3.09
3,2015/5/5,4.49
3,2015/5/6,2.25
3,2015/5/7,5.2
3,2015/5/8,4.02
3,2015/5/9,3.48
3,2015/5/10,5.7
3,2015/5/11,3.34
3,2015/5/12,2.82
3,2015/5/13,2.18
3,2015/5/14,2.79
3,2015/5/15,1.68
3,2015/5/21,5.78
3,2015/5/22,5.36
3,2015/5/23,4.81
3,2015/5/24,2.55
3,2015/5/25,3.31
3,2015/5/26,2.52
3,2015/5/27,2.92
3,2015/5/28,3.24
3,2015/5/29,3.53
3,2015/5/30,4.67
3,2015/5/31,10.42
3,2015/6/1,5.59
3,2015/6/2,4.61
3,2015/6/3,3.12
3,2015/6/4,2.35
3,2015/6/5,2.82
3,2015/6/6,4.11
3,2015/6/7,5.63
3,2015/6/8,3.87
3,2015/6/9,7.63
3,2015/6/11,5.36
3,2015/6/12,11.11
3,2015/6/13,9.25
3,2015/6/14,2.23
3,2015/6/15,4.74
3,2015/6/16,2.23
3,2015/6/17,2.87
3,2015/6/18,4.42
3,2015/6/19,7.8
3,2015/6/20,3.8
3,2015/6/21,4.2
3,2015/6/22,5.36
3,2015/6/23,4.04
3,2015/6/24,3.52
3,2015/6/25,2.42
3,2015/6/26,5.65
3,2015/6/27,4.08
3,2015/6/28,3.5
3,2015/6/29,4.01
3,2015/6/30,4.44
3,2015/7/1,3.84
3,2015/7/2,7.26
3,2015/7/3,6.86
3,2015/7/4,3.14
3,2015/7/5,3.85
3,2015/7/6,5.74
3,2015/7/7,3.6
3,2015/7/8,8.26
3,2015/7/9,4.88
3,2015/7/10,10.05
3,2015/7/11,10.24
3,2015/7/12,7.53
3,2015/7/13,27
3,2015/7/14,11.46
3,2015/7/15,9.73
3,2015/7/16,9.34
3,2015/7/17,4.41
3,2015/7/18,4.32
3,2015/7/19,2.94
3,2015/7/20,8.72
3,2015/7/21,9.42
3,2015/7/22,8.5
3,2015/7/23,7.12
3,2015/7/24,8.85
3,2015/7/25,22.63
3,2015/7/26,17.24
3,2015/7/27,13.43
3,2015/7/28,18.05
3,2015/7/29,18.04
3,2015/7/30,19.25
3,2015/7/31,20.73
3,2015/8/1,26.01
3,2015/8/2,20.73
3,2015/8/3,2.44
3,2015/8/4,2.99
3,2015/8/5,3.85
3,2015/8/6,5.54
3,2015/8/7,6.57
3,2015/8/8,9.42
3,2015/8/9,8.02
3,2015/8/10,6.46
3,2015/8/11,3.13
3,2015/8/12,1.55
3,2015/8/13,1.56
3,2015/8/14,1.55
3,2015/8/15,2.11
3,2015/8/16,5.83
3,2015/8/17,9.34
3,2015/8/18,7.72
3,2015/8/19,6.34
3,2015/8/20,3.64
3,2015/8/21,5.58
3,2015/8/22,3.41
3,2015/8/23,9.52
3,2015/8/24,5.57
3,2015/8/25,4.46
3,2015/8/26,4.69
3,2015/8/27,3.17
3,2015/8/28,2.96
3,2015/8/29,8.12
3,2015/8/30,5.42
3,2015/8/31,7.46
3,2015/9/1,4.33
3,2015/9/2,3.54
3,2015/9/3,3.22
3,2015/9/4,2.45
3,2015/9/5,2.6
3,2015/9/6,2.4
3,2015/9/7,2.7
3,2015/9/8,2.99
3,2015/9/9,3.06
3,2015/9/10,3.87
3,2015/9/11,4.73
3,2015/9/12,3.36
3,2015/9/13,3.11
3,2015/9/14,3.25
3,2015/9/15,3.39
3,2015/9/16,3.54
3,2015/9/17,3.37
3,2015/9/18,4.79
3,2015/9/19,4.51
3,2015/9/20,4.2
3,2015/9/21,3.6
3,2015/9/22,3.95
3,2015/9/23,5.29
3,2015/9/24,4.29
3,2015/9/25,3.05
3,2015/9/26,4.68
3,2015/9/27,4.54
3,2015/9/28,2.3
3,2015/9/29,3.56
3,2015/9/30,5.22
3,2015/10/1,6.42
3,2015/10/2,4.73
3,2015/10/3,3.05
3,2015/10/4,3.15
3,2015/10/5,3.98
3,2015/10/6,2.59
3,2015/10/7,3.44
3,2015/10/8,2.22
3,2015/10/9,3.78
3,2015/10/10,4.66
3,2015/10/11,4.19
3,2015/10/12,6.38
3,2015/10/13,2.99
3,2015/10/14,3.59
3,2015/10/15,3.61
3,2015/10/16,5.45
3,2015/10/17,5.1
3,2015/10/18,5.03
3,2015/10/19,6.18
3,2015/10/20,3.08
3,2015/10/21,5.77
3,2015/10/22,4.57
3,2015/10/23,4.24
3,2015/10/24,4.49
3,2015/10/25,3.34
3,2015/10/26,2.76
3,2015/10/27,2.35
3,2015/10/28,3.95
3,2015/10/29,5.45
3,2015/10/30,3.96
3,2015/10/31,5.42
3,2015/11/1,5.04
3,2015/11/2,9.56
3,2015/11/3,8.37
3,2015/11/4,16.15
3,2015/11/5,11.49
3,2015/11/6,16.83
3,2015/11/7,16.92
3,2015/11/8,6.13
3,2015/11/9,16.13
3,2015/11/10,8.3
3,2015/11/11,30.94
3,2015/11/12,36.01
3,2015/11/13,16.75
3,2015/11/14,19.62
3,2015/11/15,3.46
3,2015/11/16,7.11
3,2015/11/17,7.89
3,2015/11/18,5.19
3,2015/11/19,3.01
3,2015/11/20,7.9
3,2015/11/21,9.06
3,2015/11/22,5.67
3,2015/11/23,8.19
3,2015/11/24,14.68
3,2015/11/25,3.17
3,2015/11/26,3.04
3,2015/11/27,5.13
3,2015/11/28,6.3
3,2015/11/29,6.22
3,2015/11/30,5.99
3,2015/12/1,6.71
3,2015/12/2,6.35
3,2015/12/3,8.06
3,2015/12/4,9.08
3,2015/12/5,5.39
3,2015/12/6,7.96
3,2015/12/7,5.65
3,2015/12/8,6.93
3,2015/12/9,8.06
3,2015/12/10,5.93
3,2015/12/11,8.63
3,2015/12/12,8.64
3,2015/12/13,9.46
3,2015/12/14,4.61
3,2015/12/15,5.01
3,2015/12/16,6.18
3,2015/12/17,7.73
3,2015/12/18,4.9
3,2015/12/19,6.41
3,2015/12/20,4.9
3,2015/12/21,5.47
3,2015/12/22,4.99
3,2015/12/23,4.35
3,2015/12/24,5.42
3,2015/12/25,7.48
3,2015/12/26,7.06
3,2015/12/27,6.52
3,2015/12/28,7.02
3,2015/12/29,6.2
3,2015/12/30,4.43
3,2015/12/31,5.97
3,2016/1/1,6.24
3,2016/1/2,7.44
3,2016/1/3,6.44
3,2016/1/4,4.82
3,2016/1/5,4.13
3,2016/1/6,7.93
3,2016/1/7,7.84
3,2016/1/8,5.47
3,2016/1/9,6.77
3,2016/1/10,7.88
3,2016/1/11,6.19
3,2016/1/12,4.69
3,2016/1/13,5.58
3,2016/1/14,7.87
3,2016/1/15,5.25
3,2016/1/16,5.21
3,2016/1/17,7.43
3,2016/1/18,5.9
3,2016/1/19,7.33
3,2016/1/20,7.73
3,2016/1/21,7.6
3,2016/1/22,5.95
3,2016/1/23,5.61
3,2016/1/24,8.57
3,2016/1/25,7.14
3,2016/1/26,5.55
3,2016/1/27,7.43
3,2016/1/28,6.05
3,2016/1/29,5.25
3,2016/1/30,6.75
3,2016/1/31,6.71
3,2016/2/1,7.25
3,2016/2/2,8.79
3,2016/2/3,8.43
3,2016/2/4,4.56
3,2016/2/5,6.9
3,2016/2/6,8
3,2016/2/7,6.01
3,2016/2/8,6.83
3,2016/2/9,3.87
3,2016/2/10,0
3,2016/2/11,0
3,2016/2/12,3.68
3,2016/2/13,4.48
3,2016/2/14,5.77
3,2016/2/15,8
3,2016/2/16,6.84
3,2016/2/17,7.1
3,2016/2/18,6.49
3,2016/2/19,8.4
3,2016/2/20,7.43
3,2016/2/21,9.03
3,2016/2/22,7.64
3,2016/2/23,9.12
3,2016/2/24,6.9
3,2016/2/25,5.48
3,2016/2/26,7.63
3,2016/2/27,7.22
3,2016/2/28,5.88
3,2016/2/29,6.91
3,2016/3/1,8.54
3,2016/3/2,7.18
3,2016/3/3,5.57
3,2016/3/4,5.42
3,2016/3/5,5.16
3,2016/3/6,4.75
3,2016/3/7,6.76
3,2016/3/8,7.42
3,2016/3/9,7.27
3,2016/3/10,7.43
3,2016/3/11,6.32
3,2016/3/12,8.8
3,2016/3/13,7.87
3,2016/3/14,5.89
3,2016/3/15,8.9
3,2016/3/16,6.86
3,2016/3/17,7.77
3,2016/3/18,7.81
3,2016/3/19,8.16
3,2016/3/20,8.23
3,2016/3/21,5.74
3,2016/3/22,7.12
3,2016/3/23,4.89
3,2016/3/24,6.34
3,2016/3/25,4.66
3,2016/3/26,3.29
3,2016/3/27,4.2
3,2016/3/28,6.34
3,2016/3/29,5.42
3,2016/3/30,4.07
3,2016/3/31,6.45
3,2016/4/1,3.38
3,2016/4/2,3.37
3,2016/4/3,5.03
3,2016/4/4,7.44
3,2016/4/5,3.31
3,2016/4/6,3.95
3,2016/4/7,5.32
3,2016/4/8,3.01
3,2016/4/9,0.12
3,2016/4/10,0
3,2016/4/11,0
3,2016/4/12,0
3,2016/4/13,0
3,2016/4/14,0
3,2016/4/15,0
3,2016/4/16,0
3,2016/4/17,0
3,2016/4/18,0
3,2016/4/19,0
3,2016/4/20,0
3,2016/4/21,0
3,2016/4/22,0
3,2016/4/23,0
3,2016/4/24,0
3,2016/4/25,0
3,2016/4/26,0
3,2016/4/27,0
3,2016/4/28,0
3,2016/4/29,0
3,2016/4/30,0
3,2016/5/1,0
3,2016/5/2,0
3,2016/5/3,0
3,2016/5/4,0
3,2016/5/5,0.01
3,2016/5/6,0
3,2016/5/7,0
3,2016/5/8,0
3,2016/5/9,0
3,2016/5/10,0
3,2016/5/11,0
3,2016/5/12,0
3,2016/5/13,0
3,2016/5/14,0
3,2016/5/15,0
3,2016/5/16,0
3,2016/5/17,0
3,2016/5/18,0
3,2016/5/19,0
3,2016/5/20,0
3,2016/5/21,0
3,2016/5/22,0
3,2016/5/23,0
3,2016/5/24,NA
3,2016/5/27,NA
3,2016/6/3,NA
3,2016/6/6,0
3,2016/6/7,0
3,2016/6/8,0
3,2016/6/9,0
3,2016/6/10,0
3,2016/6/11,0
3,2016/6/12,0
3,2016/6/13,0
3,2016/6/14,0
3,2016/6/15,0
3,2016/6/16,0
3,2016/6/17,0
3,2016/6/18,0
3,2016/6/19,0
3,2016/6/20,0
3,2016/6/21,0
3,2016/6/22,0
3,2016/6/23,0
3,2016/6/24,0
3,2016/6/25,0
3,2016/6/26,0
3,2016/6/27,0
3,2016/6/28,0
3,2016/6/29,0
3,2016/6/30,0
3,2016/7/1,0
3,2016/7/2,0
3,2016/7/3,0
3,2016/7/4,0
3,2016/7/5,0
3,2016/7/6,0
3,2016/7/7,0
3,2016/7/8,0
3,2016/7/9,0
3,2016/7/10,0
3,2016/7/11,0
3,2016/7/12,0
3,2016/7/13,0
3,2016/7/14,0
3,2016/7/15,0
3,2016/7/16,0
3,2016/7/17,0
3,2016/7/18,0
3,2016/7/19,0
3,2016/7/20,0
3,2016/7/21,0
3,2016/7/22,0
3,2016/7/23,0
3,2016/7/24,0
3,2016/7/25,0
3,2016/7/26,0
3,2016/7/27,0
3,2016/7/28,0
3,2016/7/29,0
3,2016/7/30,0
3,2016/7/31,0
3,2016/8/1,0
3,2016/8/2,0
3,2016/8/3,0
3,2016/8/4,0
3,2016/8/5,0
3,2016/8/6,0
3,2016/8/7,0
3,2016/8/8,0
3,2016/8/9,0
3,2016/8/10,0
3,2016/8/11,0
3,2016/8/12,0
3,2016/8/13,0
3,2016/8/14,0
3,2016/8/15,0
3,2016/8/16,0
3,2016/8/17,0
3,2016/8/18,0
3,2016/8/19,0
3,2016/8/20,0
3,2016/8/21,0
3,2016/8/22,0
3,2016/8/23,1.16
3,2016/8/24,0.02
3,2016/8/25,0.9
3,2016/8/26,1.2
3,2016/8/27,1.2
3,2016/8/28,1.2
3,2016/8/29,1.19
3,2016/8/30,1.21
3,2016/8/31,1.2
3,2016/9/2,1.19
3,2016/9/3,1.19
3,2016/9/4,1.2
3,2016/9/5,1.18
3,2016/9/6,1.2
3,2016/9/7,1.2
3,2016/9/8,1.21
3,2016/9/9,1.21
3,2016/9/10,1.22
3,2016/9/11,1.21
3,2016/9/12,1.22
3,2016/9/13,1.21
3,2016/9/14,1.21
3,2016/9/15,1.22
3,2016/9/16,1.22
3,2016/9/17,1.22
3,2016/9/18,1.22
3,2016/9/19,1.21
3,2016/9/20,1.23
3,2016/9/21,1.22
3,2016/9/22,1.21
3,2016/9/23,1.2
3,2016/9/24,1.2
3,2016/9/25,1.21
3,2016/9/26,1.2
3,2016/9/27,1.21
3,2016/9/28,1.2
3,2016/9/29,1.21
3,2016/9/30,1.22
3,2016/10/1,1.22
3,2016/10/2,1.23
3,2016/10/3,1.22
3,2016/10/4,1.22
3,2016/10/5,1.22
3,2016/10/6,1.23
3,2016/10/7,0.62
3,2016/10/8,0
3,2016/10/9,0.01
3,2016/10/10,0
3,2016/10/11,0
3,2016/10/12,0
3,2016/10/13,0
3,2016/10/14,0
3,2016/10/15,0
3,2016/10/16,0
3,2016/10/17,0
3,2016/10/18,0
3,2016/10/19,0
3,2016/10/20,0
3,2016/10/21,0
3,2016/10/22,0
3,2016/10/23,0
3,2016/10/24,0
3,2016/10/25,0
3,2016/10/26,0
3,2016/10/27,0
3,2016/10/28,0
3,2016/10/29,NA
3,2016/11/4,0
3,2016/11/5,0
3,2016/11/6,0
3,2016/11/7,0
3,2016/11/8,0
3,2016/11/9,0
3,2016/11/10,0
3,2016/11/11,0.01
3,2016/11/12,0
3,2016/11/13,0
3,2016/11/14,0
3,2016/11/15,0
3,2016/11/16,0
3,2016/11/17,0
3,2016/11/18,0
3,2016/11/19,0
3,2016/11/20,0
3,2016/11/21,0
3,2016/11/22,0
3,2016/11/23,0
3,2016/11/24,0
3,2016/11/25,0
3,2016/11/26,0
3,2016/11/27,0.05
3,2016/11/28,0
3,2016/11/29,0.06
3,2016/11/30,0
3,2016/12/1,0
3,2016/12/2,0
3,2016/12/3,0
3,2016/12/4,0
3,2016/12/5,0
3,2016/12/6,0
3,2016/12/7,0
3,2016/12/8,0
3,2016/12/9,0
3,2016/12/10,0
3,2016/12/11,0
